ticker,master_isin,ledger_isin,listing_date,listing_date_status,result
167860,KR7167860006,KR7167860006,2012-10-30,verified_official,synced
168580,KR7168580009,KR7168580009,2012-11-29,verified_official,synced
169950,KR7169950003,KR7169950003,2013-01-21,verified_official,synced
174350,KR7174350009,KR7174350009,2013-06-20,verified_official,synced
174360,KR7174360008,KR7174360008,2013-06-04,verified_official,synced
176950,KR7176950004,KR7176950004,2013-05-31,verified_official,synced
181480,KR7181480005,KR7181480005,2013-08-01,verified_official,synced
182480,KR7182480004,KR7182480004,2013-10-10,verified_official,synced
182490,KR7182490003,KR7182490003,2014-03-24,verified_official,synced
183700,KR7183700004,KR7183700004,2013-10-17,verified_official,synced
183710,KR7183710003,KR7183710003,2013-10-17,verified_official,synced
185680,KR7185680006,KR7185680006,2013-10-31,verified_official,synced
189400,KR7189400005,KR7189400005,2013-12-10,verified_official,synced
190620,KR7190620005,KR7190620005,2013-12-23,verified_official,synced
192090,KR7192090009,KR7192090009,2014-02-17,verified_official,synced
192720,KR7192720001,KR7192720001,2014-02-20,verified_official,synced
195920,KR7195920004,KR7195920004,2014-04-30,verified_official,synced
195930,KR7195930003,KR7195930003,2014-04-30,verified_official,synced
195970,KR7195970009,KR7195970009,2014-05-13,verified_official,synced
195980,KR7195980008,KR7195980008,2014-05-13,verified_official,synced
196030,KR7196030001,KR7196030001,2014-06-16,verified_official,synced
196230,KR7196230007,KR7196230007,2014-05-19,verified_official,synced
200030,KR7200030005,KR7200030005,2014-06-12,verified_official,synced
200250,KR7200250009,KR7200250009,2014-06-26,verified_official,synced
203780,KR7203780002,KR7203780002,2014-08-27,verified_official,synced
204450,KR7204450001,KR7204450001,2014-09-12,verified_official,synced
204480,KR7204480008,KR7204480008,2014-09-01,verified_official,synced
205720,KR7205720006,KR7205720006,2014-09-29,verified_official,synced
210780,KR7210780003,KR7210780003,2014-12-05,verified_official,synced
211560,KR7211560008,KR7211560008,2014-12-17,verified_official,synced
211900,KR7211900006,KR7211900006,2014-12-17,verified_official,synced
213610,KR7213610009,KR7213610009,2015-01-08,verified_official,synced
213630,KR7213630007,KR7213630007,2015-01-26,verified_official,synced
214980,KR7214980005,KR7214980005,2015-03-03,verified_official,synced
215620,KR7215620006,KR7215620006,2015-03-25,verified_official,synced
217770,KR7217770007,KR7217770007,2015-04-29,verified_official,synced
217780,KR7217780006,KR7217780006,2015-06-10,verified_official,synced
218420,KR7218420008,KR7218420008,2015-04-28,verified_official,synced
219390,KR7219390002,KR7219390002,2015-06-02,verified_official,synced
219480,KR7219480001,KR7219480001,2015-05-29,verified_official,synced
219900,KR7219900008,KR7219900008,2015-05-28,verified_official,synced
220130,KR7220130009,KR7220130009,2015-06-08,verified_official,synced
223190,KR7223190000,KR7223190000,2015-06-26,verified_official,synced
225030,KR7225030006,KR7225030006,2015-07-29,verified_official,synced
225040,KR7225040005,KR7225040005,2015-07-29,verified_official,synced
225050,KR7225050004,KR7225050004,2015-07-29,verified_official,synced
225060,KR7225060003,KR7225060003,2015-07-29,verified_official,synced
225130,KR7225130004,KR7225130004,2015-07-28,verified_official,synced
225800,KR7225800002,KR7225800002,2015-08-10,verified_official,synced
226380,KR7226380004,KR7226380004,2015-08-19,verified_official,synced
226490,KR7226490001,KR7226490001,2015-08-24,verified_official,synced
226980,KR7226980001,KR7226980001,2015-09-01,verified_official,synced
227540,KR7227540002,KR7227540002,2015-09-23,verified_official,synced
227550,KR7227550001,KR7227550001,2015-09-23,verified_official,synced
227560,KR7227560000,KR7227560000,2015-09-23,verified_official,synced
227570,KR7227570009,KR7227570009,2015-09-23,verified_official,synced
227830,KR7227830007,KR7227830007,2015-09-23,verified_official,synced
228790,KR7228790002,KR7228790002,2015-10-07,verified_official,synced
228800,KR7228800009,KR7228800009,2015-10-07,verified_official,synced
228810,KR7228810008,KR7228810008,2015-10-07,verified_official,synced
228820,KR7228820007,KR7228820007,2015-10-14,verified_official,synced
229200,KR7229200001,KR7229200001,2015-10-01,verified_official,synced
229720,KR7229720008,KR7229720008,2015-10-14,verified_official,synced
230480,KR7230480006,KR7230480006,2015-11-16,verified_official,synced
232080,KR7232080002,KR7232080002,2015-11-12,verified_official,synced
233160,KR7233160001,KR7233160001,2015-12-17,verified_official,synced
233740,KR7233740000,KR7233740000,2015-12-17,verified_official,synced
234310,KR7234310001,KR7234310001,2016-02-02,verified_official,synced
236350,KR7236350005,KR7236350005,2016-05-13,verified_official,synced
237350,KR7237350004,KR7237350004,2016-01-27,verified_official,synced
237370,KR7237370002,KR7237370002,2016-01-27,verified_official,synced
237440,KR7237440003,KR7237440003,2016-01-27,verified_official,synced
238670,KR7238670004,KR7238670004,2016-02-24,verified_official,synced
238720,KR7238720007,KR7238720007,2016-03-03,verified_official,synced
239660,KR7239660004,KR7239660004,2016-03-22,verified_official,synced
241180,KR7241180009,KR7241180009,2016-03-31,verified_official,synced
241390,KR7241390004,KR7241390004,2016-04-12,verified_official,synced
243880,KR7243880002,KR7243880002,2016-05-13,verified_official,synced
243890,KR7243890001,KR7243890001,2016-05-13,verified_official,synced
244580,KR7244580007,KR7244580007,2016-05-13,verified_official,synced
244620,KR7244620001,KR7244620001,2016-05-13,verified_official,synced
244660,KR7244660007,KR7244660007,2016-05-13,verified_official,synced
244670,KR7244670006,KR7244670006,2016-05-13,verified_official,synced
245340,KR7245340005,KR7245340005,2016-07-01,verified_official,synced
245350,KR7245350004,KR7245350004,2016-07-01,verified_official,synced
245360,KR7245360003,KR7245360003,2016-06-16,verified_official,synced
245710,KR7245710009,KR7245710009,2016-07-01,verified_official,synced
248270,KR7248270001,KR7248270001,2016-07-01,verified_official,synced
250730,KR7250730009,KR7250730009,2016-08-10,verified_official,synced
250780,KR7250780004,KR7250780004,2016-08-10,verified_official,synced
251340,KR7251340006,KR7251340006,2016-08-10,verified_official,synced
251350,KR7251350005,KR7251350005,2016-08-17,verified_official,synced
251590,KR7251590006,KR7251590006,2016-08-11,verified_official,synced
251600,KR7251600003,KR7251600003,2016-08-11,verified_official,synced
252000,KR7252000005,KR7252000005,2016-09-20,verified_official,synced
252400,KR7252400007,KR7252400007,2016-09-12,verified_official,synced
252410,KR7252410006,KR7252410006,2016-09-12,verified_official,synced
252420,KR7252420005,KR7252420005,2016-09-22,verified_official,synced
252650,KR7252650007,KR7252650007,2016-09-20,verified_official,synced
252670,KR7252670005,KR7252670005,2016-09-22,verified_official,synced
252710,KR7252710009,KR7252710009,2016-09-22,verified_official,synced
253150,KR7253150007,KR7253150007,2016-09-29,verified_official,synced
253160,KR7253160006,KR7253160006,2016-09-22,verified_official,synced
253230,KR7253230007,KR7253230007,2016-09-22,verified_official,synced
253240,KR7253240006,KR7253240006,2016-09-12,verified_official,synced
253250,KR7253250005,KR7253250005,2016-09-12,verified_official,synced
253280,KR7253280002,KR7253280002,2016-09-23,verified_official,synced
253290,KR7253290001,KR7253290001,2016-09-23,verified_official,synced
256440,KR7256440009,KR7256440009,2016-11-01,verified_official,synced
256450,KR7256450008,KR7256450008,2016-11-08,verified_official,synced
256750,KR7256750001,KR7256750001,2016-11-08,verified_official,synced
261060,KR7261060008,KR7261060008,2016-12-15,verified_official,synced
261070,KR7261070007,KR7261070007,2016-12-15,verified_official,synced
261110,KR7261110001,KR7261110001,2016-12-27,verified_official,synced
261120,KR7261120000,KR7261120000,2016-12-27,verified_official,synced
261140,KR7261140008,KR7261140008,2017-01-06,verified_official,synced
261220,KR7261220008,KR7261220008,2016-12-27,verified_official,synced
261240,KR7261240006,KR7261240006,2016-12-27,verified_official,synced
261250,KR7261250005,KR7261250005,2016-12-27,verified_official,synced
261260,KR7261260004,KR7261260004,2016-12-27,verified_official,synced
261270,KR7261270003,KR7261270003,2016-12-27,verified_official,synced
261920,KR7261920003,KR7261920003,2016-12-28,verified_official,synced
265690,KR7265690008,KR7265690008,2017-03-21,verified_official,synced
266160,KR7266160001,KR7266160001,2017-04-14,verified_official,synced
266360,KR7266360007,KR7266360007,2017-03-28,verified_official,synced
266370,KR7266370006,KR7266370006,2017-03-28,verified_official,synced
266390,KR7266390004,KR7266390004,2017-03-28,verified_official,synced
266410,KR7266410000,KR7266410000,2017-03-28,verified_official,synced
266420,KR7266420009,KR7266420009,2017-03-28,verified_official,synced
266550,KR7266550003,KR7266550003,2017-03-28,verified_official,synced
267440,KR7267440006,KR7267440006,2017-04-20,verified_official,synced
267450,KR7267450005,KR7267450005,2017-04-20,verified_official,synced
267490,KR7267490001,KR7267490001,2017-04-20,verified_official,synced
267770,KR7267770006,KR7267770006,2017-04-25,verified_official,synced
269370,KR7269370003,KR7269370003,2017-05-16,verified_official,synced
269420,KR7269420006,KR7269420006,2017-05-16,verified_official,synced
269530,KR7269530002,KR7269530002,2017-05-16,verified_official,synced
269540,KR7269540001,KR7269540001,2017-05-16,verified_official,synced
270800,KR7270800006,KR7270800006,2017-07-07,verified_official,synced
270810,KR7270810005,KR7270810005,2017-06-16,verified_official,synced
271050,KR7271050007,KR7271050007,2017-06-13,verified_official,synced
271060,KR7271060006,KR7271060006,2017-06-13,verified_official,synced
272560,KR7272560004,KR7272560004,2017-06-29,verified_official,synced
272570,KR7272570003,KR7272570003,2017-06-29,verified_official,synced
272580,KR7272580002,KR7272580002,2017-06-29,verified_official,synced
272910,KR7272910001,KR7272910001,2017-06-29,verified_official,synced
273130,KR7273130005,KR7273130005,2017-06-29,verified_official,synced
273140,KR7273140004,KR7273140004,2017-06-29,verified_official,synced
275280,KR7275280006,KR7275280006,2017-07-11,verified_official,synced
275290,KR7275290005,KR7275290005,2017-07-11,verified_official,synced
275300,KR7275300002,KR7275300002,2017-07-11,verified_official,synced
275750,KR7275750008,KR7275750008,2017-08-01,verified_official,synced
275980,KR7275980001,KR7275980001,2017-08-01,verified_official,synced
276000,KR7276000007,KR7276000007,2017-08-01,verified_official,synced
276650,KR7276650009,KR7276650009,2017-08-17,verified_official,synced
276970,KR7276970001,KR7276970001,2017-08-10,verified_official,synced
276990,KR7276990009,KR7276990009,2017-08-17,verified_official,synced
277540,KR7277540001,KR7277540001,2017-08-23,verified_official,synced
277630,KR7277630000,KR7277630000,2017-08-31,verified_official,synced
277640,KR7277640009,KR7277640009,2017-08-31,verified_official,synced
277650,KR7277650008,KR7277650008,2017-08-31,verified_official,synced
278240,KR7278240007,KR7278240007,2017-08-31,verified_official,synced
278530,KR7278530001,KR7278530001,2017-11-21,verified_official,synced
278540,KR7278540000,KR7278540000,2017-11-09,verified_official,synced
278620,KR7278620000,KR7278620000,2017-09-26,verified_official,synced
279530,KR7279530000,KR7279530000,2017-10-17,verified_official,synced
279540,KR7279540009,KR7279540009,2017-10-17,verified_official,synced
280320,KR7280320003,KR7280320003,2017-10-17,verified_official,synced
280920,KR7280920000,KR7280920000,2017-10-17,verified_official,synced
280930,KR7280930009,KR7280930009,2017-11-09,verified_official,synced
280940,KR7280940008,KR7280940008,2017-11-09,verified_official,synced
281990,KR7281990002,KR7281990002,2017-11-02,verified_official,synced
282000,KR7282000009,KR7282000009,2017-11-09,verified_official,synced
283580,KR7283580009,KR7283580009,2017-12-13,verified_official,synced
284430,KR7284430006,KR7284430006,2017-11-30,verified_official,synced
284980,KR7284980000,KR7284980000,2017-12-08,verified_official,synced
285690,KR7285690004,KR7285690004,2017-12-13,verified_official,synced
287180,KR7287180004,KR7287180004,2017-12-13,verified_official,synced
289040,KR7289040008,KR7289040008,2018-02-07,verified_official,synced
289250,KR7289250003,KR7289250003,2018-02-07,verified_official,synced
289260,KR7289260002,KR7289260002,2018-02-07,verified_official,synced
289480,KR7289480006,KR7289480006,2018-02-09,verified_official,synced
289670,KR7289670002,KR7289670002,2018-02-07,verified_official,synced
290080,KR7290080001,KR7290080001,2018-02-27,verified_official,synced
290130,KR7290130004,KR7290130004,2018-02-27,verified_official,synced
291130,KR7291130003,KR7291130003,2018-03-09,verified_official,synced
291620,KR7291620003,KR7291620003,2018-03-16,verified_official,synced
291630,KR7291630002,KR7291630002,2018-03-16,verified_official,synced
291680,KR7291680007,KR7291680007,2018-03-23,verified_official,synced
291890,KR7291890002,KR7291890002,2018-03-23,verified_official,synced
292050,KR7292050002,KR7292050002,2018-03-26,verified_official,synced
292150,KR7292150000,KR7292150000,2018-03-30,verified_official,synced
292160,KR7292160009,KR7292160009,2018-03-26,verified_official,synced
292190,KR7292190006,KR7292190006,2018-03-26,verified_official,synced
292500,KR7292500006,KR7292500006,2018-03-26,verified_official,synced
292560,KR7292560000,KR7292560000,2018-04-17,verified_official,synced
292770,KR7292770005,KR7292770005,2018-04-13,verified_official,synced
293180,KR7293180006,KR7293180006,2018-03-30,verified_official,synced
294400,KR7294400007,KR7294400007,2018-04-23,verified_official,synced
295000,KR7295000004,KR7295000004,2018-05-11,verified_official,synced
295020,KR7295020002,KR7295020002,2018-05-11,verified_official,synced
295040,KR7295040000,KR7295040000,2018-04-23,verified_official,synced
298340,KR7298340001,KR7298340001,2018-06-08,verified_official,synced
298770,KR7298770009,KR7298770009,2018-06-11,verified_official,synced
300610,KR7300610003,KR7300610003,2018-07-24,verified_official,synced
300640,KR7300640000,KR7300640000,2018-07-24,verified_official,synced
300950,KR7300950003,KR7300950003,2018-07-24,verified_official,synced
301400,KR7301400008,KR7301400008,2018-07-05,verified_official,synced
302190,KR7302190004,KR7302190004,2018-07-20,verified_official,synced
302450,KR7302450002,KR7302450002,2018-07-24,verified_official,synced
304660,KR7304660004,KR7304660004,2018-09-12,verified_official,synced
304670,KR7304670003,KR7304670003,2018-09-12,verified_official,synced
304760,KR7304760002,KR7304760002,2018-08-14,verified_official,synced
304770,KR7304770001,KR7304770001,2018-08-14,verified_official,synced
304780,KR7304780000,KR7304780000,2018-08-14,verified_official,synced
304940,KR7304940000,KR7304940000,2018-08-30,verified_official,synced
305050,KR7305050007,KR7305050007,2018-10-05,verified_official,synced
305080,KR7305080004,KR7305080004,2018-08-30,verified_official,synced
305540,KR7305540007,KR7305540007,2018-09-12,verified_official,synced
305720,KR7305720005,KR7305720005,2018-09-12,verified_official,synced
306520,KR7306520008,KR7306520008,2018-09-18,verified_official,synced
306530,KR7306530007,KR7306530007,2018-09-18,verified_official,synced
306950,KR7306950007,KR7306950007,2018-10-16,verified_official,synced
307510,KR7307510008,KR7307510008,2018-11-08,verified_official,synced
307520,KR7307520007,KR7307520007,2018-11-08,verified_official,synced
308620,KR7308620004,KR7308620004,2018-10-19,verified_official,synced
309230,KR7309230001,KR7309230001,2018-10-25,verified_official,synced
310080,KR7310080007,KR7310080007,2018-11-28,verified_official,synced
310960,KR7310960000,KR7310960000,2018-11-20,verified_official,synced
310970,KR7310970009,KR7310970009,2018-11-20,verified_official,synced
314250,KR7314250002,KR7314250002,2019-01-10,verified_official,synced
314700,KR7314700006,KR7314700006,2018-12-21,verified_official,synced
315270,KR7315270009,KR7315270009,2019-01-15,verified_official,synced
315930,KR7315930008,KR7315930008,2019-01-22,verified_official,synced
315960,KR7315960005,KR7315960005,2019-01-22,verified_official,synced
316300,KR7316300003,KR7316300003,2019-01-29,verified_official,synced
316670,KR7316670009,KR7316670009,2019-01-22,verified_official,synced
319640,KR7319640009,KR7319640009,2019-04-09,verified_official,synced
321410,KR7321410003,KR7321410003,2019-06-05,verified_official,synced
322400,KR7322400003,KR7322400003,2019-04-23,verified_official,synced
322410,KR7322410002,KR7322410002,2019-04-23,verified_official,synced
325010,KR7325010007,KR7325010007,2019-05-31,verified_official,synced
325020,KR7325020006,KR7325020006,2019-05-31,verified_official,synced
326230,KR7326230000,KR7326230000,2019-06-20,verified_official,synced
326240,KR7326240009,KR7326240009,2019-06-20,verified_official,synced
328370,KR7328370002,KR7328370002,2019-06-25,verified_official,synced
329200,KR7329200000,KR7329200000,2019-07-19,verified_official,synced
329650,KR7329650006,KR7329650006,2019-07-04,verified_official,synced
329660,KR7329660005,KR7329660005,2019-07-04,verified_official,synced
329670,KR7329670004,KR7329670004,2019-07-04,verified_official,synced
329750,KR7329750004,KR7329750004,2019-07-24,verified_official,synced
332500,KR7332500008,KR7332500008,2019-08-28,verified_official,synced
332610,KR7332610005,KR7332610005,2019-08-20,verified_official,synced
332620,KR7332620004,KR7332620004,2019-08-20,verified_official,synced
332930,KR7332930007,KR7332930007,2019-08-28,verified_official,synced
332940,KR7332940006,KR7332940006,2019-08-28,verified_official,synced
334690,KR7334690005,KR7334690005,2019-09-24,verified_official,synced
334700,KR7334700002,KR7334700002,2019-09-24,verified_official,synced
336160,KR7336160007,KR7336160007,2019-10-29,verified_official,synced
337120,KR7337120000,KR7337120000,2019-11-14,verified_official,synced
337140,KR7337140008,KR7337140008,2019-11-14,verified_official,synced
337150,KR7337150007,KR7337150007,2019-11-14,verified_official,synced
337160,KR7337160006,KR7337160006,2019-11-14,verified_official,synced
341850,KR7341850006,KR7341850006,2020-05-22,verified_official,synced
352540,KR7352540009,KR7352540009,2020-05-13,verified_official,synced
352560,KR7352560007,KR7352560007,2020-05-13,verified_official,synced
354240,KR7354240004,KR7354240004,2020-05-19,verified_official,synced
354350,KR7354350001,KR7354350001,2020-05-12,verified_official,synced
354500,KR7354500001,KR7354500001,2020-05-07,verified_official,synced
356540,KR7356540005,KR7356540005,2020-07-21,verified_official,synced
357870,KR7357870005,KR7357870005,2020-07-07,verified_official,synced
359210,KR7359210002,KR7359210002,2020-07-21,verified_official,synced
360140,KR7360140008,KR7360140008,2020-08-21,verified_official,synced
360150,KR7360150007,KR7360150007,2020-08-21,verified_official,synced
360200,KR7360200000,KR7360200000,2020-08-07,verified_official,synced
360750,KR7360750004,KR7360750004,2020-08-07,verified_official,synced
361580,KR7361580004,KR7361580004,2020-08-21,verified_official,synced
363510,KR7363510009,KR7363510009,2020-09-09,verified_official,synced
363570,KR7363570003,KR7363570003,2020-09-25,verified_official,synced
363580,KR7363580002,KR7363580002,2020-09-25,verified_official,synced
364690,KR7364690008,KR7364690008,2020-09-29,verified_official,synced
364960,KR7364960005,KR7364960005,2020-10-07,verified_official,synced
364970,KR7364970004,KR7364970004,2020-10-07,verified_official,synced
364980,KR7364980003,KR7364980003,2020-10-07,verified_official,synced
364990,KR7364990002,KR7364990002,2020-10-07,verified_official,synced
365000,KR7365000009,KR7365000009,2020-10-07,verified_official,synced
365040,KR7365040005,KR7365040005,2020-09-29,verified_official,synced
365780,KR7365780006,KR7365780006,2020-10-15,verified_official,synced
367380,KR7367380003,KR7367380003,2020-10-29,verified_official,synced
367740,KR7367740008,KR7367740008,2020-10-29,verified_official,synced
367760,KR7367760006,KR7367760006,2020-10-29,verified_official,synced
367770,KR7367770005,KR7367770005,2020-10-29,verified_official,synced
368190,KR7368190005,KR7368190005,2020-11-10,verified_official,synced
368590,KR7368590006,KR7368590006,2020-11-06,verified_official,synced
368680,KR7368680005,KR7368680005,2020-11-10,verified_official,synced
371150,KR7371150004,KR7371150004,2020-12-16,verified_official,synced
371160,KR7371160003,KR7371160003,2020-12-16,verified_official,synced
371450,KR7371450008,KR7371450008,2020-12-08,verified_official,synced
371460,KR7371460007,KR7371460007,2020-12-08,verified_official,synced
371470,KR7371470006,KR7371470006,2020-12-08,verified_official,synced
371870,KR7371870007,KR7371870007,2020-12-16,verified_official,synced
372330,KR7372330001,KR7372330001,2020-12-16,verified_official,synced
373490,KR7373490002,KR7373490002,2020-12-24,verified_official,synced
373790,KR7373790005,KR7373790005,2020-12-24,verified_official,synced
375270,KR7375270006,KR7375270006,2021-01-14,verified_official,synced
375760,KR7375760006,KR7375760006,2021-02-05,verified_official,synced
375770,KR7375770005,KR7375770005,2021-02-05,verified_official,synced
376410,KR7376410007,KR7376410007,2021-02-05,verified_official,synced
377990,KR7377990007,KR7377990007,2021-03-05,verified_official,synced
379780,KR7379780000,KR7379780000,2021-04-09,verified_official,synced
379790,KR7379790009,KR7379790009,2021-04-09,verified_official,synced
379800,KR7379800006,KR7379800006,2021-04-09,verified_official,synced
379810,KR7379810005,KR7379810005,2021-04-09,verified_official,synced
380340,KR7380340000,KR7380340000,2021-04-02,verified_official,synced
381170,KR7381170000,KR7381170000,2021-04-09,verified_official,synced
381180,KR7381180009,KR7381180009,2021-04-09,verified_official,synced
381560,KR7381560002,KR7381560002,2021-04-02,verified_official,synced
381570,KR7381570001,KR7381570001,2021-04-02,verified_official,synced
385510,KR7385510003,KR7385510003,2021-05-25,verified_official,synced
385520,KR7385520002,KR7385520002,2021-05-25,verified_official,synced
385540,KR7385540000,KR7385540000,2021-05-26,verified_official,synced
385550,KR7385550009,KR7385550009,2021-05-26,verified_official,synced
385560,KR7385560008,KR7385560008,2021-05-26,verified_official,synced
385590,KR7385590005,KR7385590005,2021-05-25,verified_official,synced
385600,KR7385600002,KR7385600002,2021-05-25,verified_official,synced
385710,KR7385710009,KR7385710009,2021-05-25,verified_official,synced
385720,KR7385720008,KR7385720008,2021-05-25,verified_official,synced
387270,KR7387270002,KR7387270002,2021-05-25,verified_official,synced
387280,KR7387280001,KR7387280001,2021-05-25,verified_official,synced
388280,KR7388280000,KR7388280000,2021-06-10,verified_official,synced
388420,KR7388420002,KR7388420002,2021-06-10,verified_official,synced
390390,KR7390390003,KR7390390003,2021-06-30,verified_official,synced
390400,KR7390400000,KR7390400000,2021-06-30,verified_official,synced
391600,KR7391600004,KR7391600004,2021-08-05,verified_official,synced
391670,KR7391670007,KR7391670007,2021-07-06,verified_official,synced
394660,KR7394660005,KR7394660005,2021-07-20,verified_official,synced
394670,KR7394670004,KR7394670004,2021-07-20,verified_official,synced
395150,KR7395150006,KR7395150006,2021-07-30,verified_official,synced
395160,KR7395160005,KR7395160005,2021-07-30,verified_official,synced
395170,KR7395170004,KR7395170004,2021-07-30,verified_official,synced
395270,KR7395270002,KR7395270002,2021-07-30,verified_official,synced
395280,KR7395280001,KR7395280001,2021-07-30,verified_official,synced
395290,KR7395290000,KR7395290000,2021-07-30,verified_official,synced
395750,KR7395750003,KR7395750003,2021-07-30,verified_official,synced
395760,KR7395760002,KR7395760002,2021-07-30,verified_official,synced
396500,KR7396500001,KR7396500001,2021-08-10,verified_official,synced
396510,KR7396510000,KR7396510000,2021-08-10,verified_official,synced
396520,KR7396520009,KR7396520009,2021-08-10,verified_official,synced
399110,KR7399110006,KR7399110006,2021-09-14,verified_official,synced
399580,KR7399580000,KR7399580000,2021-10-21,verified_official,synced
400570,KR7400570008,KR7400570008,2021-09-30,verified_official,synced
400580,KR7400580007,KR7400580007,2021-09-30,verified_official,synced
400590,KR7400590006,KR7400590006,2021-09-30,verified_official,synced
400970,KR7400970000,KR7400970000,2021-10-13,verified_official,synced
401170,KR7401170006,KR7401170006,2021-10-13,verified_official,synced
401470,KR7401470000,KR7401470000,2021-10-13,verified_official,synced
401590,KR7401590005,KR7401590005,2021-09-30,verified_official,synced
402460,KR7402460000,KR7402460000,2021-10-13,verified_official,synced
402970,KR7402970008,KR7402970008,2021-10-21,verified_official,synced
403790,KR7403790009,KR7403790009,2021-10-13,verified_official,synced
404120,KR7404120008,KR7404120008,2021-10-29,verified_official,synced
404260,KR7404260002,KR7404260002,2021-10-29,verified_official,synced
404540,KR7404540007,KR7404540007,2021-10-29,verified_official,synced
404650,KR7404650004,KR7404650004,2021-10-29,verified_official,synced
407300,KR7407300003,KR7407300003,2021-11-24,verified_official,synced
407310,KR7407310002,KR7407310002,2021-11-24,verified_official,synced
407820,KR7407820000,KR7407820000,2021-11-16,verified_official,synced
407830,KR7407830009,KR7407830009,2021-11-16,verified_official,synced
409810,KR7409810009,KR7409810009,2021-12-09,verified_official,synced
409820,KR7409820008,KR7409820008,2021-12-09,verified_official,synced
410870,KR7410870000,KR7410870000,2021-12-15,verified_official,synced
411060,KR7411060007,KR7411060007,2021-12-15,verified_official,synced
411420,KR7411420003,KR7411420003,2021-12-22,verified_official,synced
411540,KR7411540008,KR7411540008,2021-12-09,verified_official,synced
411860,KR7411860000,KR7411860000,2021-12-22,verified_official,synced
412560,KR7412560005,KR7412560005,2021-12-15,verified_official,synced
412570,KR7412570004,KR7412570004,2021-12-15,verified_official,synced
412770,KR7412770000,KR7412770000,2021-12-22,verified_official,synced
413220,KR7413220005,KR7413220005,2021-12-22,verified_official,synced
413930,KR7413930009,KR7413930009,2022-01-05,verified_official,synced
414270,KR7414270009,KR7414270009,2022-02-15,verified_official,synced
414780,KR7414780007,KR7414780007,2022-01-13,verified_official,synced
415340,KR7415340009,KR7415340009,2022-01-13,verified_official,synced
415760,KR7415760008,KR7415760008,2022-01-13,verified_official,synced
415920,KR7415920008,KR7415920008,2022-01-18,verified_official,synced
416090,KR7416090009,KR7416090009,2022-01-13,verified_official,synced
417450,KR7417450004,KR7417450004,2022-02-15,verified_official,synced
417630,KR7417630001,KR7417630001,2022-02-08,verified_official,synced
418660,KR7418660007,KR7418660007,2022-02-22,verified_official,synced
418670,KR7418670006,KR7418670006,2022-02-22,verified_official,synced
419420,KR7419420005,KR7419420005,2022-03-22,verified_official,synced
419430,KR7419430004,KR7419430004,2022-03-22,verified_official,synced
419650,KR7419650007,KR7419650007,2022-02-15,verified_official,synced
419890,KR7419890009,KR7419890009,2022-03-03,verified_official,synced
421320,KR7421320003,KR7421320003,2022-03-29,verified_official,synced
422420,KR7422420000,KR7422420000,2022-04-08,verified_official,synced
423160,KR7423160001,KR7423160001,2022-04-26,verified_official,synced
423170,KR7423170000,KR7423170000,2022-04-12,verified_official,synced
423920,KR7423920008,KR7423920008,2022-04-19,verified_official,synced
426020,KR7426020004,KR7426020004,2022-05-11,verified_official,synced
426030,KR7426030003,KR7426030003,2022-05-11,verified_official,synced
426150,KR7426150009,KR7426150009,2022-05-11,verified_official,synced
427120,KR7427120001,KR7427120001,2022-05-17,verified_official,synced
428510,KR7428510002,KR7428510002,2022-05-17,verified_official,synced
428560,KR7428560007,KR7428560007,2022-05-17,verified_official,synced
429000,KR7429000003,KR7429000003,2022-05-17,verified_official,synced
429010,KR7429010002,KR7429010002,2022-05-17,verified_official,synced
429740,KR7429740004,KR7429740004,2022-05-24,verified_official,synced
429760,KR7429760002,KR7429760002,2022-05-31,verified_official,synced
429980,KR7429980006,KR7429980006,2022-06-14,verified_official,synced
430500,KR7430500009,KR7430500009,2022-05-31,verified_official,synced
432600,KR7432600005,KR7432600005,2022-06-14,verified_official,synced
432840,KR7432840007,KR7432840007,2022-06-08,verified_official,synced
433220,KR7433220001,KR7433220001,2022-06-28,verified_official,synced
433250,KR7433250008,KR7433250008,2022-07-06,verified_official,synced
433330,KR7433330008,KR7433330008,2022-06-21,verified_official,synced
433500,KR7433500006,KR7433500006,2022-06-28,verified_official,synced
433880,KR7433880002,KR7433880002,2022-06-30,verified_official,synced
433970,KR7433970001,KR7433970001,2022-06-30,verified_official,synced
433980,KR7433980000,KR7433980000,2022-06-30,verified_official,synced
434060,KR7434060000,KR7434060000,2022-06-30,verified_official,synced
434730,KR7434730008,KR7434730008,2022-06-28,verified_official,synced
434960,KR7434960001,KR7434960001,2022-06-28,verified_official,synced
435040,KR7435040001,KR7435040001,2022-06-28,verified_official,synced
435420,KR7435420005,KR7435420005,2022-07-06,verified_official,synced
435530,KR7435530001,KR7435530001,2022-06-30,verified_official,synced
435540,KR7435540000,KR7435540000,2022-06-30,verified_official,synced
435550,KR7435550009,KR7435550009,2022-06-30,verified_official,synced
436140,KR7436140008,KR7436140008,2022-08-09,verified_official,synced
437070,KR7437070006,KR7437070006,2022-08-09,verified_official,synced
437080,KR7437080005,KR7437080005,2022-08-09,verified_official,synced
437350,KR7437350002,KR7437350002,2022-07-29,verified_official,synced
437370,KR7437370000,KR7437370000,2022-07-29,verified_official,synced
438080,KR7438080004,KR7438080004,2022-08-26,verified_official,synced
438100,KR7438100000,KR7438100000,2022-08-26,verified_official,synced
438320,KR7438320004,KR7438320004,2022-08-23,verified_official,synced
