isin_cd,ticker,name,base_index,asset_family,region_primary,comparison_category,comparison_topic,comparison_subtopic,index_family,strategy_style,payoff_structure,direction,leverage_multiple,fx_hedge,replication_method,concentration_bucket,primary_peer_group_id,alternate_peer_group_ids,classification_status,evidence_basis,official_source_url,review_reason
KR7466940004,466940,TIGER 은행고배당플러스TOP10,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),원자재,해당없음,원자재,기타원자재,기타원자재 futures,COMMODITY_기타원자재-FUTURES-e9bbd8bb27,plain,futures,neutral,1X,unknown,physical_or_unspecified,concentrated,PG-PENDING-466940-81e46835ac,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/기타원자재 futures),가능,기존 자산분류와 비교분류 추론값 충돌
KR7468370002,468370,KODEX iShares미국인플레이션국채액티브,ICE U.S. Treasury Inflation Linked Bond Index(Total Return),채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,plain,bond_coupon,neutral,1X,unhedged,active,unknown,PG-PENDING-468370-a5478b89cc,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7468380001,468380,KODEX iShares미국하이일드액티브,ICE BofAML US HY Constrained Index(Total Return),채권,미국,채권,채권,미국 채권 만기미확인 HY,BOND_미국-채권-만기미확인-HY-1c329cf5f5,plain,bond_coupon,neutral,1X,unhedged,active,unknown,PG-PENDING-468380-8849460947,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 HY),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7468630009,468630,KODEX iShares미국투자등급회사채액티브,iBoxx USD Liquid Investment Grade Index(Total Return),채권,미국,채권,채권,미국 회사채 만기미확인 등급미확인,BOND_미국-회사채-만기미확인-등급미확인-4514d1a9e5,plain,bond_coupon,neutral,1X,unhedged,active,unknown,PG-PENDING-468630-16744694fc,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 회사채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7469790000,469790,KIWOOM 코리아테크TOP10,Solactive K-TechTOP10 Index(PR),주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,active,concentrated,PG-PENDING-469790-6599a87fa7,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7469830004,469830,SOL 초단기채권액티브,KAP 단기자금시장지수,채권,국내,채권,채권,국내 채권 초단기 등급미확인,BOND_국내-채권-초단기-등급미확인-2cd6864612,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-469830-229bcebf9b,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 초단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7471230003,471230,KODEX 국고채10년액티브,KAP 국고채 10년 지수(TR),채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-471230-db16958e2a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7471460006,471460,KIWOOM 국고채30년액티브,KIS-키움 국고채30년 지수(총수익지수),채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-471460-8011015345,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7471780007,471780,TIGER 코리아테크액티브,KRX 정보기술,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,active,unknown,PG-PENDING-471780-e13205f15b,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7472150002,472150,TIGER 배당커버드콜액티브,코스피 200 커버드콜 5% OTM,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call,covered_call,neutral,1X,unknown,active,broad,PG-PENDING-472150-c03c8c2417,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7472160001,472160,TIGER 미국테크TOP10 INDXX(H),Indxx US Tech Top 10 Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,hedged,physical_or_unspecified,concentrated,PG-PENDING-472160-5a054b88d3,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7472170000,472170,TIGER 미국테크TOP10채권혼합,FnGuide 미국테크TOP10 채권혼합지수,채권,미국,채권,채권,미국 채권 만기미확인 등급미확인,BOND_미국-채권-만기미확인-등급미확인-4820f5af4f,plain,bond_coupon,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-PENDING-472170-43bd10c7e9,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인),TIGER,세부 투자대상 또는 만기·구성비율 미확인
KR7472720002,472720,TRUSTON 주주가치액티브,코스피 200,채권,국내,채권,채권,국내 국채 만기미확인 등급미확인,BOND_국내-국채-만기미확인-등급미확인-bf9416de66,plain,bond_coupon,neutral,1X,unknown,active,broad,PG-PENDING-472720-bb41ba925a,,conflict,기초지수 명시; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7472830009,472830,RISE 미국30년국채커버드콜(합성),Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,covered_call,bond_coupon,neutral,1X,unhedged,synthetic,unknown,PG-PENDING-472830-59ee7dd618,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7472840008,472840,IBK 200,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-472840-facb071200,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7472870005,472870,RISE 미국30년국채엔화노출(합성 H),KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,plain,bond_coupon,neutral,1X,hedged,synthetic,unknown,PG-PENDING-472870-eb0d968906,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7472920008,472920,HK 종합채권(AA-이상)액티브,KAP 종합채권 AA- 이상 지수(총수익),채권,국내,채권,채권,국내 채권 만기미확인 AA,BOND_국내-채권-만기미확인-AA-273392b07e,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-472920-4e1918cd42,,needs_review,기초지수 명시; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA),,세부 투자대상 또는 만기·구성비율 미확인
KR7473290005,473290,KODEX 26-12 회사채(AA-이상)액티브,KAP 26-12 회사채 총수익 지수(AA-이상),채권,국내,채권,채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-473290-db48471b21,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7473330009,473330,SOL 미국30년국채커버드콜(합성),KEDI 미국 국채 20년+ 커버드콜 지수(NTR),채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,covered_call,bond_coupon,neutral,1X,unhedged,synthetic,unknown,PG-PENDING-473330-6bd703e745,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7473440006,473440,ACE 11월만기자동연장회사채AA-이상액티브,KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,채권,국내,채권,채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-473440-180be9d64a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7473460004,473460,KODEX 미국서학개미,iSelect 서학개미 지수(PR),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-473460-119d55389d,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7473590008,473590,ACE 미국주식베스트셀러,FnGuide 미국 주식 베스트셀러 지수(시장가격지수),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-473590-6315030c6b,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7473640001,473640,HANARO 글로벌금채굴기업,NYSE Arca Gold Miners Index (Price Return),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-473640-23a9645715,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7474220001,474220,TIGER 미국테크TOP10타겟커버드콜,Bloomberg U.S. Tech Top10+10% Premium Covered Call Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,covered_call,covered_call,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-PENDING-474220-31d1500908,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7474390002,474390,SOL 국고채30년액티브,KAP 국고채30년 지수(TR),채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-474390-5a9a88e4c5,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7474920006,474920,에셋플러스 차이나일등기업포커스10액티브,"MSCI China Index(USD, Price Return)",주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain,plain,neutral,1X,unhedged,active,unknown,PG-PENDING-474920-e5e44acbbd,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/중국 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7475080008,475080,KODEX 테슬라커버드콜채권혼합액티브,KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR),채권,미국,채권,채권,미국 채권 만기미확인 등급미확인,BOND_미국-채권-만기미확인-등급미확인-4820f5af4f,covered_call,bond_coupon,neutral,1X,unhedged,active,unknown,PG-PENDING-475080-7964a32038,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7475260006,475260,ACE 2월만기자동연장회사채AA-이상액티브,KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,채권,국내,채권,채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-475260-4f8bd2e098,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7475270005,475270,ACE 5월만기자동연장회사채AA-이상액티브,KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,채권,국내,채권,채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-475270-eb1173655d,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7475280004,475280,ACE 8월만기자동연장회사채AA-이상액티브,KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,채권,국내,채권,채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-475280-4c90ce36f2,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7475350005,475350,RISE 버크셔포트폴리오TOP10,Solactive Berkshire Portfolio Top10 Index(PR),주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,active,concentrated,PG-PENDING-475350-306d9711e9,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7475380002,475380,RISE 글로벌리얼티인컴,Solactive Global Realty Income Index(Price Return),주식,글로벌,기타특수구조,미확인 주식전략,글로벌 미확인 주식전략,미확인-주식전략-글로벌-미확인-주식전략-d0f070a455,plain,plain,neutral,1X,unhedged,active,unknown,PG-PENDING-475380-d4cf5a905e,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7475720009,475720,RISE 200위클리커버드콜,코스피 200 위클리 커버드콜 ATM 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call,covered_call,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-475720-1040252c64,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7476000005,476000,UNICORN 포스트IPO액티브,iSelect 포스트 IPO 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,active,unknown,PG-PENDING-476000-4a86adf706,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7476070008,476070,KODEX 글로벌비만치료제TOP2 Plus,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,unhedged,physical_or_unspecified,ultra_concentrated,PG-PENDING-476070-df77046345,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7476310008,476310,RISE 글로벌비만산업TOP2+,KEDI 글로벌 비만 산업 Top2+ 지수(Price Return),주식,글로벌,기타특수구조,미확인 주식전략,글로벌 미확인 주식전략,미확인-주식전략-글로벌-미확인-주식전략-d0f070a455,plain,plain,neutral,1X,unhedged,physical_or_unspecified,ultra_concentrated,PG-PENDING-476310-79cbb4ad98,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7476550009,476550,TIGER 미국30년국채커버드콜액티브(H),KEDI 미국채30년 위클리 커버드콜30 지수(Total Return),채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,covered_call,bond_coupon,neutral,1X,hedged,active,unknown,PG-PENDING-476550-3290d06b6d,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7476690003,476690,TIGER 글로벌비만치료제TOP2Plus,Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,unhedged,physical_or_unspecified,ultra_concentrated,PG-PENDING-476690-46ad7a0109,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7476750005,476750,ACE 미국30년국채엔화노출액티브(H),Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,plain,bond_coupon,neutral,1X,hedged,active,unknown,PG-PENDING-476750-995c441a15,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7476760004,476760,ACE 미국30년국채액티브,Bloomberg U.S Treasury 20+ Year Total Return Index,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,plain,bond_coupon,neutral,1X,unhedged,active,unknown,PG-PENDING-476760-11073f01e5,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7477490007,477490,에셋플러스 글로벌일등기업포커스10액티브,MSCI World,주식,글로벌,기타특수구조,미확인 주식전략,글로벌 미확인 주식전략,미확인-주식전략-글로벌-미확인-주식전략-d0f070a455,plain,plain,neutral,1X,unhedged,active,unknown,PG-PENDING-477490-98ff6d9516,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7479730004,479730,TIGER 인도빌리언컨슈머,Mirae Asset India Billion Consumer 지수(PR),주식,인도,기타특수구조,미확인 주식전략,인도 미확인 주식전략,미확인-주식전략-인도-미확인-주식전략-69bd615628,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-479730-224e217ea3,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인도 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7479850000,479850,HANARO K-뷰티,FnGuide K-뷰티 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-479850-9e2c0ddabf,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7480020007,480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,covered_call,covered_call,neutral,1X,unhedged,synthetic,unknown,PG-PENDING-480020-4bc3e78a35,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7480030006,480030,ACE 미국500데일리타겟커버드콜(합성),Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,covered_call,covered_call,neutral,1X,unhedged,synthetic,broad,PG-PENDING-480030-0b759bdaab,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7480260009,480260,TIGER 27-04회사채(A+이상)액티브,KIS 회사채2704만기형 지수 (총수익 지수),채권,국내,채권,채권,국내 회사채 만기미확인 등급미확인,BOND_국내-회사채-만기미확인-등급미확인-2695c4f395,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-480260-672b394117,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7480460005,480460,WON 한국부동산TOP3플러스,DeepSearch 한국부동산TOP3플러스 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,ultra_concentrated,PG-PENDING-480460-a845bd0d8e,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7481050003,481050,KODEX CD1년금리플러스액티브(합성),KAP 1년은행 CD+추가금리 지수(총수익지수),원자재,해당없음,원자재,기타원자재,기타원자재 futures,COMMODITY_기타원자재-FUTURES-e9bbd8bb27,plain,futures,neutral,1X,unknown,synthetic,unknown,PG-PENDING-481050-f90e2569bd,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/기타원자재 futures),가능,기존 자산분류와 비교분류 추론값 충돌
KR7481060002,481060,KODEX 미국30년국채타겟커버드콜(합성 H),Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,covered_call,bond_coupon,neutral,1X,hedged,synthetic,unknown,PG-PENDING-481060-66b3bd6971,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7481190007,481190,SOL 미국테크TOP10,Solactive US Tech TOP 10 Custom Index(PR),채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,plain,bond_coupon,neutral,1X,unhedged,active,concentrated,PG-PENDING-481190-da3f73b7c8,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7481340008,481340,RISE 미국30년국채액티브,Bloomberg U.S Treasury 20+ Year Total Return Index,채권,미국,채권,채권,미국 국채 장기 등급미확인,BOND_미국-국채-장기-등급미확인-047cbda7f5,plain,bond_coupon,neutral,1X,unhedged,active,unknown,PG-PENDING-481340-acd090a15a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7481430007,481430,RISE 국고채10년액티브,KAP 국고채 10년 지수(총수익),채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,plain,bond_coupon,neutral,1X,unknown,active,unknown,PG-PENDING-481430-45ac79f157,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7483020004,483020,KIWOOM 의료AI,FnGuide 의료AI 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-483020-8407a090a8,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
