normalized_index_family,alias,index_family,canonical_category,canonical_topic,source_type
CSI-SH-HK-SZ-CONSUMER-TOP-INDEX-1e939b5560,CSI SH-HK-SZ Consumer Top Index,CSI-SH-HK-SZ-CONSUMER-TOP-INDEX-1e939b5560,일반주식,지수기반,normalized_master
ISELECT-CAPEX-설비투자-지수-시장가격-f4f58e3bec,iSelect CAPEX 설비투자 지수(시장가격),ISELECT-CAPEX-설비투자-지수-시장가격-f4f58e3bec,일반주식,지수기반,normalized_master
KIS-종합-채권시장지수-AA-이상-총수익지수-e9633e2741,KIS 종합 채권시장지수(AA-이상)(총수익지수),KIS-종합-채권시장지수-AA-이상-총수익지수-e9633e2741,채권,채권/미확인만기/AA,normalized_master
BLOOMBERG-SOFR-DAILY-TOTAL-RETURN-INDEX-f4a729b744,Bloomberg SOFR Daily Total Return Index,BLOOMBERG-SOFR-DAILY-TOTAL-RETURN-INDEX-f4a729b744,금리,초단기 금리,normalized_master
IBOXX-USD-LIQUID-HIGH-YIELD-TOTAL-RETURN-IND-c3f58bc0fb,iBoxx USD Liquid High Yield Total Return Index,IBOXX-USD-LIQUID-HIGH-YIELD-TOTAL-RETURN-IND-c3f58bc0fb,채권,회사채/미확인만기/고수익,normalized_master
FNGUIDE-AI-반도체-소부장-지수-d1b5433359,FnGuide AI 반도체 소부장 지수,FNGUIDE-AI-반도체-소부장-지수-d1b5433359,테마,반도체,normalized_master
FNGUIDE-2차전지-소부장-지수-PR-e6764f9c6d,FnGuide 2차전지 소부장 지수(PR),FNGUIDE-2차전지-소부장-지수-PR-e6764f9c6d,테마,2차전지,normalized_master
KIS-시가평가-MMF-지수-총수익지수-3187000fa9,KIS 시가평가 MMF 지수 (총수익지수),KIS-시가평가-MMF-지수-총수익지수-3187000fa9,금리,MMF·머니마켓,normalized_master
KAP-SOFR-지수-1fff8058e9,KAP SOFR 지수,KAP-SOFR-지수-1fff8058e9,금리,초단기 금리,normalized_master
SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,Solactive SOFR Daily Total Return Index,SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,금리,초단기 금리,normalized_master
STOXX-EUROPE-LUXURY-10-INDEX-PRICE-RETURN-543c76dc48,STOXX Europe Luxury 10 Index(Price Return),STOXX-EUROPE-LUXURY-10-INDEX-PRICE-RETURN-543c76dc48,일반주식,지수기반,normalized_master
SOLACTIVE-GLOBAL-ARTIFICIAL-INTELLIGENCE-지수-4e51142909,Solactive Global Artificial Intelligence 지수,SOLACTIVE-GLOBAL-ARTIFICIAL-INTELLIGENCE-지수-4e51142909,테마,인공지능,normalized_master
SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,Solactive SOFR Daily Total Return Index,SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,금리,초단기 금리,normalized_master
SOLACTIVE-CHINA-ELECTRIC-VEHICLE-AND-BATTERY-404a104a28,Solactive China Electric Vehicle and Battery Index(PR),SOLACTIVE-CHINA-ELECTRIC-VEHICLE-AND-BATTERY-404a104a28,테마,2차전지,normalized_master
SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,Solactive SOFR Daily Total Return Index,SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,금리,초단기 금리,normalized_master
BLOOMBERG-EV-SUPPORTERS-PLUS-TESLA-PRICE-RET-a2e82807cb,Bloomberg EV Supporters Plus Tesla Price Return Index,BLOOMBERG-EV-SUPPORTERS-PLUS-TESLA-PRICE-RET-a2e82807cb,일반주식,지수기반,normalized_master
KAP-33-06-국고채-총수익-지수-a4eef55db8,KAP 33-06 국고채 총수익 지수,KAP-33-06-국고채-총수익-지수-a4eef55db8,채권,국채/만기매칭형/미확인등급,normalized_master
KAP-53-09-국고채-총수익-지수-c022902547,KAP 53-09 국고채 총수익 지수,KAP-53-09-국고채-총수익-지수-c022902547,채권,국채/만기매칭형/미확인등급,normalized_master
ISELECT-미래전략기술-지수-PR-c3de0941df,iSelect 미래전략기술 지수 (PR),ISELECT-미래전략기술-지수-PR-c3de0941df,일반주식,지수기반,normalized_master
FNGUIDE-태양광-ESS-지수-c824077843,FnGuide 태양광 & ESS 지수,FNGUIDE-태양광-ESS-지수-c824077843,일반주식,지수기반,normalized_master
KAP-국공채-머니마켓-총수익-지수-0f4db60516,KAP 국공채 머니마켓 총수익 지수,KAP-국공채-머니마켓-총수익-지수-0f4db60516,금리,MMF·머니마켓,normalized_master
FNGUIDE-CD91일-금리투자-지수-총수익-1627ce01fe,FnGuide CD91일 금리투자 지수(총수익),FNGUIDE-CD91일-금리투자-지수-총수익-1627ce01fe,금리,CD,normalized_master
ICE-BOFA-LONG-US-TREASURY-PRINCIPAL-STRIPS-I-c7cdb0aef6,ICE BofA Long US Treasury Principal STRIPS Index,ICE-BOFA-LONG-US-TREASURY-PRINCIPAL-STRIPS-I-c7cdb0aef6,채권,미국 국채/장기/not_applicable,normalized_master
IBOXX-USD-LIQUID-INVESTMENT-GRADE-INDEX-PRIC-9909c2425e,iBoxx USD Liquid Investment Grade Index(Price Return),IBOXX-USD-LIQUID-INVESTMENT-GRADE-INDEX-PRIC-9909c2425e,채권,회사채/미확인만기/미확인등급,normalized_master
DOW-JONES-U-S-DIVIDEND-100-PRICE-RETURN-INDE-7c5a0ad9ec,Dow Jones U.S. Dividend 100 Price Return Index,DOW-JONES-U-S-DIVIDEND-100-PRICE-RETURN-INDE-7c5a0ad9ec,배당·주주환원,고배당,normalized_master
DOWJONES-U-S-DIVIDEND-100-3-PREMIUM-COVERED--bd627590d2,DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR),DOWJONES-U-S-DIVIDEND-100-3-PREMIUM-COVERED--bd627590d2,배당·주주환원,고배당,normalized_master
DOWJONES-U-S-DIVIDEND-100-7-PREMIUM-COVERED--fb17668add,DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR),DOWJONES-U-S-DIVIDEND-100-7-PREMIUM-COVERED--fb17668add,배당·주주환원,고배당,normalized_master
FACTSET-TSLA-VALUE-CHAIN-INDEX-PR-2ef24cee59,FactSet TSLA Value Chain Index(PR),FACTSET-TSLA-VALUE-CHAIN-INDEX-PR-2ef24cee59,일반주식,지수기반,normalized_master
KAP-양도성예금증서-CD-금리지수-총수익지수-edbabf29e6,KAP 양도성예금증서(CD)금리지수(총수익지수),KAP-양도성예금증서-CD-금리지수-총수익지수-edbabf29e6,금리,CD,normalized_master
BLOOMBERG-GLOBAL-EQUITY-MARKET-WEIGHTED-INDE-f5c6cc1545,Bloomberg Global Equity Market Weighted Index(Price Return),BLOOMBERG-GLOBAL-EQUITY-MARKET-WEIGHTED-INDE-f5c6cc1545,일반주식,지수기반,normalized_master
MSCI-USA-INDEX-PRICE-RETURN-c51f3a64fe,MSCI USA Index(Price Return),MSCI-USA-INDEX-PRICE-RETURN-c51f3a64fe,일반주식,지수기반,normalized_master
SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,Solactive SOFR Daily Total Return Index,SOLACTIVE-SOFR-DAILY-TOTAL-RETURN-INDEX-8a0b82d482,금리,초단기 금리,normalized_master
S-P-DIVIDEND-MONARCHS-INDEX-PRICE-RETURN-8ba771c96a,S&P Dividend Monarchs Index(Price Return),S-P-DIVIDEND-MONARCHS-INDEX-PRICE-RETURN-8ba771c96a,배당·주주환원,고배당,normalized_master
SOLACTIVE-GLOBAL-SUPERIOR-INCOME-TOP-10-PRIC-01a4cb48a4,Solactive Global Superior Income TOP 10 Price Return Index,SOLACTIVE-GLOBAL-SUPERIOR-INCOME-TOP-10-PRIC-01a4cb48a4,일반주식,지수기반,normalized_master
SOLACTIVE-UNITED-STATES-TECHNOLOGY-100-INDEX-40ccd95c9e,Solactive United States Technology 100 Index(Price Return),SOLACTIVE-UNITED-STATES-TECHNOLOGY-100-INDEX-40ccd95c9e,일반주식,지수기반,normalized_master
코스닥-글로벌-지수-74cd91d501,코스닥 글로벌 지수,코스닥-글로벌-지수-74cd91d501,일반주식,지수기반,normalized_master
KAP-국고채-10년-동일가중-지수-총수익-6d474efcac,KAP 국고채 10년 동일가중 지수(총수익),KAP-국고채-10년-동일가중-지수-총수익-6d474efcac,채권,국채/중기/미확인등급,normalized_master
BLOOMBERG-MULTI-ASSET-WEIGHTED-KRW-ETFS-지수-시-77f81eb84f,Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격),BLOOMBERG-MULTI-ASSET-WEIGHTED-KRW-ETFS-지수-시-77f81eb84f,혼합자산,자산배분,normalized_master
KAP-종합채권-총수익지수-AA-이상-30b8178946,KAP 종합채권 총수익지수(AA-이상),KAP-종합채권-총수익지수-AA-이상-30b8178946,채권,채권/미확인만기/AA,normalized_master
코스닥-글로벌-지수-74cd91d501,코스닥 글로벌 지수,코스닥-글로벌-지수-74cd91d501,일반주식,지수기반,normalized_master
KAP-미국채-20Y-지수-시장가격-f9735c1f0e,KAP 미국채 20Y+ 지수(시장가격),KAP-미국채-20Y-지수-시장가격-f9735c1f0e,채권,미국 국채/장기/not_applicable,normalized_master
ISELECT-미국-TECH-10-지수-d895708173,iSelect 미국 Tech 10 지수,ISELECT-미국-TECH-10-지수-d895708173,일반주식,지수기반,normalized_master
ISELECT-미국-TECH-10-지수-d895708173,iSelect 미국 Tech 10 지수,ISELECT-미국-TECH-10-지수-d895708173,일반주식,지수기반,normalized_master
FNGUIDE-2차전지핵심소재10-지수-94b6cf3669,FnGuide 2차전지핵심소재10 지수,FNGUIDE-2차전지핵심소재10-지수-94b6cf3669,테마,2차전지,normalized_master
FNGUIDE-2차전지소재-PRICE-RETURN-지수-7ea4a7bf87,FnGuide 2차전지소재 (Price Return) 지수,FNGUIDE-2차전지소재-PRICE-RETURN-지수-7ea4a7bf87,테마,2차전지,normalized_master
FNGUIDE-2차전지-산업-지수-61f29d4a25,FnGuide 2차전지 산업 지수,FNGUIDE-2차전지-산업-지수-61f29d4a25,테마,2차전지,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
ISELECT-바이오헬스케어-PR-지수-110f0d368c,iSelect 바이오헬스케어 PR 지수,ISELECT-바이오헬스케어-PR-지수-110f0d368c,일반주식,지수기반,normalized_master
KRX-헬스케어-016a2e2510,KRX 헬스케어,KRX-헬스케어-016a2e2510,일반주식,지수기반,normalized_master
ISELECT-K방산-우주-12dac46ebb,iSelect K방산&우주,ISELECT-K방산-우주-12dac46ebb,일반주식,지수기반,normalized_master
MK-머니마켓-지수-총수익-0eb7cc88f4,MK 머니마켓 지수(총수익),MK-머니마켓-지수-총수익-0eb7cc88f4,금리,MMF·머니마켓,normalized_master
CSI-300-INDEX-9289d4b457,CSI 300 Index,CSI-300-INDEX-9289d4b457,일반주식,지수기반,normalized_master
S-P-UTILITIES-SELECT-SECTOR-INDEX-PRICE-RETU-e066075b3e,S&P Utilities Select Sector Index(Price Return),S-P-UTILITIES-SELECT-SECTOR-INDEX-PRICE-RETU-e066075b3e,대표지수,S&P500,normalized_master
S-P-TECHNOLOGY-SELECT-SECTOR-INDEX-PRICE-RET-b012adb2c3,S&P Technology Select Sector Index(Price Return),S-P-TECHNOLOGY-SELECT-SECTOR-INDEX-PRICE-RET-b012adb2c3,대표지수,S&P500,normalized_master
S-P-COMMUNICATION-SERVICES-SELECT-SECTOR-IND-b8303b84cf,S&P Communication Services Select Sector Index(Price Return),S-P-COMMUNICATION-SERVICES-SELECT-SECTOR-IND-b8303b84cf,대표지수,S&P500,normalized_master
KIS-2609-만기형-크레딧-종합채권-지수-AA-이상-총수익지수-59764e46a4,KIS 2609 만기형 크레딧 종합채권 지수(AA-이상)(총수익지수),KIS-2609-만기형-크레딧-종합채권-지수-AA-이상-총수익지수-59764e46a4,채권,회사채/만기매칭형/AA,normalized_master
INDXX-GLOBAL-ROBOTICS-ARTIFICIAL-INTELLIGENC-e709130135,Indxx Global Robotics & Artificial Intelligence Thematic Index(PR),INDXX-GLOBAL-ROBOTICS-ARTIFICIAL-INTELLIGENC-e709130135,테마,인공지능,normalized_master
ICE-U-S-TREASURY-20-YEAR-BOND-INDEX-TOTAL-RE-24614947f6,ICE U.S. Treasury 20+ Year Bond Index(Total Return),ICE-U-S-TREASURY-20-YEAR-BOND-INDEX-TOTAL-RE-24614947f6,채권,미국 국채/장기/not_applicable,normalized_master
FNGUIDE-자동차소부장지수-PR-b5f54f58f4,FnGuide 자동차소부장지수(PR),FNGUIDE-자동차소부장지수-PR-b5f54f58f4,일반주식,지수기반,normalized_master
FNGUIDE-의료기기소부장지수-PR-9ab6caf88a,FnGuide 의료기기소부장지수(PR),FNGUIDE-의료기기소부장지수-PR-9ab6caf88a,일반주식,지수기반,normalized_master
SOLACTIVE-JAPAN-SEMICONDUCTOR-MATERIALS-AND--99cbbd96bc,Solactive Japan Semiconductor Materials and Equipment Index PR,SOLACTIVE-JAPAN-SEMICONDUCTOR-MATERIALS-AND--99cbbd96bc,테마,반도체,normalized_master
MIRAE-ASSET-GLOBAL-INNOVATIVE-BLUECHIP-TOP-1-4269c5de53,Mirae Asset Global Innovative Bluechip Top 10 Index(PR),MIRAE-ASSET-GLOBAL-INNOVATIVE-BLUECHIP-TOP-1-4269c5de53,일반주식,지수기반,normalized_master
ISELECT-2차전지-TOP10-지수-PR-5e0f2c5719,iSelect 2차전지 TOP10 지수(PR),ISELECT-2차전지-TOP10-지수-PR-5e0f2c5719,테마,2차전지,normalized_master
ISELECT-2차전지-TOP10-지수-PR-5e0f2c5719,iSelect 2차전지 TOP10 지수(PR),ISELECT-2차전지-TOP10-지수-PR-5e0f2c5719,테마,2차전지,normalized_master
SOLACTIVE-US-BIG-TECH-TOP-7-PLUS-PRICE-RETUR-2d53524282,Solactive US Big Tech Top 7 Plus Price Return Index,SOLACTIVE-US-BIG-TECH-TOP-7-PLUS-PRICE-RETUR-2d53524282,일반주식,지수기반,normalized_master
SOLACTIVE-US-BIG-TECH-TOP-7-PLUS-PRICE-RETUR-2d53524282,Solactive US Big Tech Top 7 Plus Price Return Index,SOLACTIVE-US-BIG-TECH-TOP-7-PLUS-PRICE-RETUR-2d53524282,일반주식,지수기반,normalized_master
SOLACTIVE-US-BIG-TECH-TOP-7-PLUS-PRICE-RETUR-2d53524282,Solactive US Big Tech Top 7 Plus Price Return Index,SOLACTIVE-US-BIG-TECH-TOP-7-PLUS-PRICE-RETUR-2d53524282,일반주식,지수기반,normalized_master
FACTSET-JAPAN-SEMICONDUCTOR-INDEX-PR-8ca69532d1,FactSet Japan Semiconductor Index(PR),FACTSET-JAPAN-SEMICONDUCTOR-INDEX-PR-8ca69532d1,테마,반도체,normalized_master
GLOBAL-X-U-S-CASH-FLOW-KINGS-100-INDEX-PR-7effa416a7,Global X U.S. Cash Flow Kings 100 Index(PR),GLOBAL-X-U-S-CASH-FLOW-KINGS-100-INDEX-PR-7effa416a7,일반주식,지수기반,normalized_master
KAP-26-09-특수채-지수-총수익-b497072051,KAP 26-09 특수채 지수(총수익),KAP-26-09-특수채-지수-총수익-b497072051,채권,채권/만기매칭형/미확인등급,normalized_master
ISELECT-2차전지양극재-지수-72b7dd01c2,iSelect 2차전지양극재 지수,ISELECT-2차전지양극재-지수-72b7dd01c2,테마,2차전지,normalized_master
FNGUIDE-조선TOP3플러스지수-PR-1d22e0639a,FnGuide 조선TOP3플러스지수(PR),FNGUIDE-조선TOP3플러스지수-PR-1d22e0639a,일반주식,지수기반,normalized_master
FNGUIDE-자동차TOP3플러스지수-PR-00aa5437e8,FnGuide 자동차TOP3플러스지수(PR),FNGUIDE-자동차TOP3플러스지수-PR-00aa5437e8,일반주식,지수기반,normalized_master
FNGUIDE-은행고배당플러스TOP10-지수-시장가격-지수-820eb54c0b,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),FNGUIDE-은행고배당플러스TOP10-지수-시장가격-지수-820eb54c0b,배당·주주환원,고배당,normalized_master
INDXX-ARTIFICIAL-INTELLIGENCE-AND-BIG-DATA-지-9385cee710,Indxx Artificial Intelligence and Big Data 지수(PR),INDXX-ARTIFICIAL-INTELLIGENCE-AND-BIG-DATA-지-9385cee710,테마,인공지능,normalized_master
ICE-U-S-TREASURY-INFLATION-LINKED-BOND-INDEX-aae3be9d4c,ICE U.S. Treasury Inflation Linked Bond Index(Total Return),ICE-U-S-TREASURY-INFLATION-LINKED-BOND-INDEX-aae3be9d4c,채권,미국 국채/미확인만기/not_applicable,normalized_master
ICE-BOFAML-US-HY-CONSTRAINED-INDEX-TOTAL-RET-d7d8ac6b2f,ICE BofAML US HY Constrained Index(Total Return),ICE-BOFAML-US-HY-CONSTRAINED-INDEX-TOTAL-RET-d7d8ac6b2f,채권,채권/미확인만기/고수익,normalized_master
IBOXX-USD-LIQUID-INVESTMENT-GRADE-INDEX-TOTA-0ad342d3f1,iBoxx USD Liquid Investment Grade Index(Total Return),IBOXX-USD-LIQUID-INVESTMENT-GRADE-INDEX-TOTA-0ad342d3f1,채권,회사채/미확인만기/미확인등급,normalized_master
NYSE-SEMICONDOCTOR-INDEX-PRICE-RETURN-f20a23fa52,NYSE Semicondoctor Index(Price Return),NYSE-SEMICONDOCTOR-INDEX-PRICE-RETURN-f20a23fa52,테마,반도체,normalized_master
NYSE-SEMICONDOCTOR-INDEX-PRICE-RETURN-f20a23fa52,NYSE Semicondoctor Index(Price Return),NYSE-SEMICONDOCTOR-INDEX-PRICE-RETURN-f20a23fa52,테마,반도체,normalized_master
ISELECT-AI-로봇-지수-시장가격-daafee55f2,iSelect AI&로봇 지수(시장가격),ISELECT-AI-로봇-지수-시장가격-daafee55f2,테마,로봇,normalized_master
FNGUIDE-AI반도체-TOP3-지수-6e97b55a16,FnGuide AI반도체 TOP3+ 지수,FNGUIDE-AI반도체-TOP3-지수-6e97b55a16,테마,반도체,normalized_master
BLOOMBERG-JAPAN-SEMICONDUCTOR-SELECT-TOP-25--6a3ac58970,Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),BLOOMBERG-JAPAN-SEMICONDUCTOR-SELECT-TOP-25--6a3ac58970,테마,반도체,normalized_master
FNGUIDE-포스코그룹포커스-지수-시장가격-795c4c2530,FnGuide 포스코그룹포커스 지수(시장가격),FNGUIDE-포스코그룹포커스-지수-시장가격-795c4c2530,일반주식,지수기반,normalized_master
미국달러선물지수-ba7a0fa3a7,미국달러선물지수,미국달러선물지수-ba7a0fa3a7,통화,달러,normalized_master
SOLACTIVE-K-TECHTOP10-INDEX-PR-748fb558cc,Solactive K-TechTOP10 Index(PR),SOLACTIVE-K-TECHTOP10-INDEX-PR-748fb558cc,일반주식,지수기반,normalized_master
KAP-단기자금시장지수-1b06604d7e,KAP 단기자금시장지수,KAP-단기자금시장지수-1b06604d7e,금리,초단기 금리,normalized_master
ISELECT-AI-지수-5b6d48a05a,iSelect AI 지수,ISELECT-AI-지수-5b6d48a05a,일반주식,지수기반,normalized_master
ISELECT-글로벌AI-로봇PR지수-9dc96416e6,iSelect 글로벌AI&로봇PR지수,ISELECT-글로벌AI-로봇PR지수-9dc96416e6,테마,로봇,normalized_master
KAP-국고채-10년-지수-TR-1ec2bf1490,KAP 국고채 10년 지수(TR),KAP-국고채-10년-지수-TR-1ec2bf1490,채권,국채/중기/미확인등급,normalized_master
KIS-키움-국고채30년-지수-총수익지수-e4d2eb0ff6,KIS-키움 국고채30년 지수(총수익지수),KIS-키움-국고채30년-지수-총수익지수-e4d2eb0ff6,채권,국채/장기/미확인등급,normalized_master
ISELECT-AI반도체핵심공정지수-4806668e02,iSelect AI반도체핵심공정지수,ISELECT-AI반도체핵심공정지수-4806668e02,테마,반도체,normalized_master
KRX-정보기술-590619deb7,KRX 정보기술,KRX-정보기술-590619deb7,일반주식,지수기반,normalized_master
ISELECT-AI-반도체핵심장비-지수-d5dbfb4393,iSelect AI 반도체핵심장비 지수,ISELECT-AI-반도체핵심장비-지수-d5dbfb4393,테마,반도체,normalized_master
코스피-200-커버드콜-5-OTM-a1887ae08d,코스피 200 커버드콜 5% OTM,코스피-200-커버드콜-5-OTM-a1887ae08d,일반주식,지수기반,normalized_master
INDXX-US-TECH-TOP-10-INDEX-aa290b1e4e,Indxx US Tech Top 10 Index,INDXX-US-TECH-TOP-10-INDEX-aa290b1e4e,일반주식,지수기반,normalized_master
FNGUIDE-미국테크TOP10-채권혼합지수-6c4f67107e,FnGuide 미국테크TOP10 채권혼합지수,FNGUIDE-미국테크TOP10-채권혼합지수-6c4f67107e,혼합자산,자산배분,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
BLOOMBERG-U-S-TREASURY-20-YEAR-TLT-2-OTM-COV-323018d8d4,Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),BLOOMBERG-U-S-TREASURY-20-YEAR-TLT-2-OTM-COV-323018d8d4,채권,미국 국채/장기/not_applicable,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
KIS-미국채30년-엔화노출-지수-USD-JPY-헤지-총수익지수-ba60e806b3,KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),KIS-미국채30년-엔화노출-지수-USD-JPY-헤지-총수익지수-ba60e806b3,채권,미국 국채/장기/not_applicable,normalized_master
KAP-종합채권-AA-이상-지수-총수익-c7ac486a8d,KAP 종합채권 AA- 이상 지수(총수익),KAP-종합채권-AA-이상-지수-총수익-c7ac486a8d,채권,채권/미확인만기/AA,normalized_master
KAP-26-12-회사채-총수익-지수-AA-이상-7a50d9f485,KAP 26-12 회사채 총수익 지수(AA-이상),KAP-26-12-회사채-총수익-지수-AA-이상-7a50d9f485,채권,회사채/만기매칭형/AA,normalized_master
KEDI-미국-국채-20년-커버드콜-지수-NTR-cbd5614679,KEDI 미국 국채 20년+ 커버드콜 지수(NTR),KEDI-미국-국채-20년-커버드콜-지수-NTR-cbd5614679,채권,국채/장기/미확인등급,normalized_master
KIS-11월-만기자동연장회사채-AA-이상-총수익지수-9118da5b84,KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,KIS-11월-만기자동연장회사채-AA-이상-총수익지수-9118da5b84,채권,회사채/미확인만기/AA,normalized_master
ISELECT-서학개미-지수-PR-79fd27ed45,iSelect 서학개미 지수(PR),ISELECT-서학개미-지수-PR-79fd27ed45,일반주식,지수기반,normalized_master
SOLACTIVE-GLOBAL-AI-SEMICONDUCTOR-INDEX-PRIC-a26cdf2a39,Solactive Global AI Semiconductor Index (Price Return),SOLACTIVE-GLOBAL-AI-SEMICONDUCTOR-INDEX-PRIC-a26cdf2a39,테마,반도체,normalized_master
FNGUIDE-미국-주식-베스트셀러-지수-시장가격지수-a8c3f069a8,FnGuide 미국 주식 베스트셀러 지수(시장가격지수),FNGUIDE-미국-주식-베스트셀러-지수-시장가격지수-a8c3f069a8,일반주식,지수기반,normalized_master
NYSE-ARCA-GOLD-MINERS-INDEX-PRICE-RETURN-b4810fd4b6,NYSE Arca Gold Miners Index (Price Return),NYSE-ARCA-GOLD-MINERS-INDEX-PRICE-RETURN-b4810fd4b6,일반주식,지수기반,normalized_master
BLOOMBERG-U-S-TECH-TOP10-10-PREMIUM-COVERED--b929b43605,Bloomberg U.S. Tech Top10+10% Premium Covered Call Index,BLOOMBERG-U-S-TECH-TOP10-10-PREMIUM-COVERED--b929b43605,일반주식,지수기반,normalized_master
KAP-국고채30년-지수-TR-621067a795,KAP 국고채30년 지수(TR),KAP-국고채30년-지수-TR-621067a795,채권,국채/장기/미확인등급,normalized_master
FNGUIDE-반도체-밸류체인-PRICE-RETURN-지수-24ecee213f,FnGuide 반도체 밸류체인 (Price Return) 지수,FNGUIDE-반도체-밸류체인-PRICE-RETURN-지수-24ecee213f,테마,반도체,normalized_master
MSCI-US-IMI-ENERGY-25-50-INDEX-PRICE-RETURN-a07b232a48,MSCI US IMI Energy 25/50 Index(Price Return),MSCI-US-IMI-ENERGY-25-50-INDEX-PRICE-RETURN-a07b232a48,일반주식,지수기반,normalized_master
MSCI-CHINA-INDEX-USD-PRICE-RETURN-5f70f3307e,"MSCI China Index(USD, Price Return)",MSCI-CHINA-INDEX-USD-PRICE-RETURN-5f70f3307e,일반주식,지수기반,normalized_master
ISELECT-K-POP-포커스지수-시장가격-74599016d8,iSelect K-POP 포커스지수(시장가격),ISELECT-K-POP-포커스지수-시장가격-74599016d8,일반주식,지수기반,normalized_master
SOLACTIVE-글로벌친환경전력인프라-PR지수-de42bbf8a7,Solactive 글로벌친환경전력인프라 PR지수,SOLACTIVE-글로벌친환경전력인프라-PR지수-de42bbf8a7,일반주식,지수기반,normalized_master
KEDI-테슬라-인컴-프리미엄-밸런스드-지수-TR-9112a8eac2,KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR),KEDI-테슬라-인컴-프리미엄-밸런스드-지수-TR-9112a8eac2,혼합자산,자산배분,normalized_master
KAP-2월-만기자동연장회사채-AA-이상-총수익지수-c3449201ef,KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,KAP-2월-만기자동연장회사채-AA-이상-총수익지수-c3449201ef,채권,회사채/미확인만기/AA,normalized_master
KIS-5월-만기자동연장회사채-AA-이상-총수익지수-205c9144c2,KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,KIS-5월-만기자동연장회사채-AA-이상-총수익지수-205c9144c2,채권,회사채/미확인만기/AA,normalized_master
KAP-8월-만기자동연장회사채-AA-이상-총수익지수-542319b9af,KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,KAP-8월-만기자동연장회사채-AA-이상-총수익지수-542319b9af,채권,회사채/미확인만기/AA,normalized_master
FNGUIDE-반도체-전공정-지수-PR-f3d71b3902,FnGuide 반도체 전공정 지수(PR),FNGUIDE-반도체-전공정-지수-PR-f3d71b3902,테마,반도체,normalized_master
FNGUIDE-반도체-후공정-지수-PR-2f3724666d,FnGuide 반도체 후공정 지수(PR),FNGUIDE-반도체-후공정-지수-PR-2f3724666d,테마,반도체,normalized_master
SOLACTIVE-BERKSHIRE-PORTFOLIO-TOP10-INDEX-PR-7bd278a96e,Solactive Berkshire Portfolio Top10 Index(PR),SOLACTIVE-BERKSHIRE-PORTFOLIO-TOP10-INDEX-PR-7bd278a96e,일반주식,지수기반,normalized_master
SOLACTIVE-GLOBAL-REALTY-INCOME-INDEX-PRICE-R-0fea87c72b,Solactive Global Realty Income Index(Price Return),SOLACTIVE-GLOBAL-REALTY-INCOME-INDEX-PRICE-R-0fea87c72b,일반주식,지수기반,normalized_master
KIS-CD-1Y-총수익지수-2d00ca5543,KIS CD 1Y 총수익지수,KIS-CD-1Y-총수익지수-2d00ca5543,금리,초단기 금리,normalized_master
코스피-200-위클리-커버드콜-ATM-지수-4e6322c9d2,코스피 200 위클리 커버드콜 ATM 지수,코스피-200-위클리-커버드콜-ATM-지수-4e6322c9d2,일반주식,지수기반,normalized_master
ISELECT-포스트-IPO-지수-d9024bd580,iSelect 포스트 IPO 지수,ISELECT-포스트-IPO-지수-d9024bd580,일반주식,지수기반,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,대표지수,NASDAQ100,normalized_master
ISELECT-글로벌-비만치료제TOP2-PLUS-지수-PR-131c758327,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),ISELECT-글로벌-비만치료제TOP2-PLUS-지수-PR-131c758327,일반주식,지수기반,normalized_master
FNGUIDE-반도체-핵심공정-지수-33d0c8ac44,FnGuide 반도체 핵심공정 지수,FNGUIDE-반도체-핵심공정-지수-33d0c8ac44,테마,반도체,normalized_master
