isin_cd,ticker,name,base_index,asset_family,region_primary,comparison_category,comparison_topic,comparison_subtopic,index_family,strategy_style,payoff_structure,direction,leverage_multiple,fx_hedge,replication_method,concentration_bucket,primary_peer_group_id,alternate_peer_group_ids,classification_status,evidence_basis,official_source_url,review_reason
KR70224X0005,0224X0,1Q 엔비디아알파벳미국채혼합50,KEDI 엔비디아알파벳미국채혼합50 지수,혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,passive,mixed_asset,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0224X0-7de56c2cb9,,classified_derived,기초지수 명시; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR70225V0006,0225V0,KODEX 미국CPU반도체TOP10,Indxx US CPU Semiconductor TOP 10 Index (Price Return),주식,미국,산업·섹터,글로벌 AI 반도체,미국 반도체,반도체-미국-반도체-e09cd52751,passive,plain,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-주식-미국-산업-섹터-반도체-미국-반도체-반도체-미국-반도체-E0-e607778dbd,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/미국 반도체),,
KR70226A0000,0226A0,PLUS SK하이닉스샌디스크채권혼합50,Akros SK하이닉스 샌디스크 채권혼합 50 지수,혼합자산,국내,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,passive,mixed_asset,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-0226A0-a1973af1a5,,classified_derived,기초지수 명시; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR70226D0007,0226D0,FOCUS 금융반도체지주채권혼합50액티브,KAP 금융반도체지주채권혼합50지수,혼합자산,국내,혼합자산,자산배분 & 채권혼합,시장대표 채권혼합,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,active,mixed_asset,neutral,1X,unknown,active,unknown,PG-PENDING-0226D0-a46da34687,,needs_review,기초지수 명시; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR70226G0004,0226G0,WON 피지컬AI TOP2플러스액티브,FnGuide 피지컬AI TOP2플러스 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,active,plain,neutral,1X,unhedged_or_not_applicable,active,ultra_concentrated,PG-PENDING-0226G0-1d99142ced,,classified_derived,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR70227K0007,0227K0,RISE 미국우주위성통신,Indxx US Space Satellite Communications Index PR,주식,미국,테마,글로벌 우주항공 & 방산,미국 우주항공,우주항공-미국-우주항공-3a989c5ac3,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-주식-미국-테마-우주항공-미국-우주항공-우주항공-미국-우주항공-3-9104cedb0d,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/미국 우주항공),,
KR70228G0002,0228G0,ACE 반도체Plus전략산업,iSelect 반도체 TOP2+전략산업 지수 (시장가격),주식,국내,산업·섹터,전통 반도체 소부장,국내 반도체,반도체-국내-반도체-0ed1f11677,plain,plain,neutral,1X,unknown,physical_or_unspecified,ultra_concentrated,PG-주식-국내-산업-섹터-반도체-국내-반도체-반도체-국내-반도체-0E-f4bdfa635d,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/국내 반도체),,
KR70231Z0004,0231Z0,KODEX 코리아TDF2065액티브 적격,FnGuide 코리아 TDF 2065 지수,혼합자산,국내,혼합자산,자산배분 & 채권혼합,TDF 생애주기,혼합자산-구성비율-미확인-9c1ef5c7e4,active,mixed_asset,neutral,1X,unknown,active,unknown,PG-PENDING-0231Z0-dd1aec9415,,needs_review,기초지수 명시; 자산군·투자대상 추출(혼합자산/구성비율 미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR70233A0001,0233A0,ACE 삼성전자SK하이닉스플러스채권혼합50,KAP 삼성전자SK하이닉스플러스채권혼합50지수,혼합자산,국내,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,plain,mixed_asset,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-0233A0-130917b1be,,needs_review,기초지수 명시; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR70233J0002,0233J0,TIGER 삼성전자SK하이닉스미국채혼합50,KRX 삼성전자 SK하이닉스 미국채 혼합지수,혼합자산,국내,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_국내-국채-만기미확인-등급미확인-bf9416de66,plain,mixed_asset,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0233J0-810a8e5497,,needs_review,기초지수 명시; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR7069500007,069500,KODEX 200,코스피 200,주식,국내,대표지수,코스피 200 코어,국내 코스피200,KOSPI200,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-주식-국내-대표지수-코스피200-국내-코스피200-KOSPI200-b519363da3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7069660009,069660,KIWOOM 200,코스피 200,주식,국내,대표지수,코스피 200 코어,국내 코스피200,KOSPI200,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-주식-국내-대표지수-코스피200-국내-코스피200-KOSPI200-b519363da3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7091160002,091160,KODEX 반도체,KRX 반도체,주식,국내,산업·섹터,전통 반도체 소부장,국내 반도체,반도체-국내-반도체-0ed1f11677,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-반도체-국내-반도체-반도체-국내-반도체-0E-f4bdfa635d,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 반도체),가능,
KR7091170001,091170,KODEX 은행,KRX 은행,주식,국내,산업·섹터,금융·은행·증권·보험,국내 금융·은행·증권·보험,금융-은행-증권-보험-국내-금융-은행-증권-보험-85a36c5547,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-금융-은행-증권-보험-국내-금융-은행-증권--955a0a4988,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 금융·은행·증권·보험),가능,
KR7091180000,091180,KODEX 자동차,KRX 자동차,주식,국내,산업·섹터,자동차 & 스마트모빌리티,국내 자동차·모빌리티,자동차-모빌리티-국내-자동차-모빌리티-8d473faf1b,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-자동차-모빌리티-국내-자동차-모빌리티-자동차-7f7ba1f1bb,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 자동차·모빌리티),가능,
KR7091220004,091220,TIGER 은행,KRX 은행,주식,국내,산업·섹터,금융·은행·증권·보험,국내 금융·은행·증권·보험,금융-은행-증권-보험-국내-금융-은행-증권-보험-85a36c5547,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-금융-은행-증권-보험-국내-금융-은행-증권--955a0a4988,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 금융·은행·증권·보험),가능,
KR7091230003,091230,TIGER 반도체,KRX 반도체,주식,국내,산업·섹터,전통 반도체 소부장,국내 반도체,반도체-국내-반도체-0ed1f11677,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-반도체-국내-반도체-반도체-국내-반도체-0E-f4bdfa635d,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 반도체),가능,
KR7099140006,099140,KODEX 차이나H,Hang Seng China H,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-099140-763f1dbf99,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7100910009,100910,KIWOOM KRX100,KRX 100,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-PENDING-100910-2a5193058d,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7101280006,101280,KODEX 일본TOPIX100,TOPIX100,주식,일본,기타특수구조,일본 테크 & 상사,일본 미확인 주식전략,미확인-주식전략-일본-미확인-주식전략-aa68fbbd45,passive,plain,neutral,1X,unhedged,physical_or_unspecified,broad,PG-PENDING-101280-76b17e2628,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/일본 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7102110004,102110,TIGER 200,코스피 200,주식,국내,대표지수,코스피 200 코어,국내 코스피200,KOSPI200,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-주식-국내-대표지수-코스피200-국내-코스피200-KOSPI200-b519363da3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7102780004,102780,KODEX 삼성그룹,삼성그룹,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
KR7102960002,102960,KODEX 기계장비,KRX 기계장비,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-102960-9ce47fe615,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7102970001,102970,KODEX 증권,KRX 증권,주식,국내,산업·섹터,밸류업 & 금융지주·은행,국내 금융·은행·증권·보험,금융-은행-증권-보험-국내-금융-은행-증권-보험-85a36c5547,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-금융-은행-증권-보험-국내-금융-은행-증권--955a0a4988,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 금융·은행·증권·보험),가능,
KR7104520002,104520,KIWOOM 블루칩,MKF 블루칩,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-104520-7570160de5,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7104530001,104530,KIWOOM 코리아고배당,MKF 웰스 고배당20,주식,국내,배당·주주환원,고배당 & 인컴 전략,국내 고배당,고배당-국내-고배당-2325fcd2e0,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-배당-주주환원-고배당-국내-고배당-고배당-국내-고배당--dd861c8cd4,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 고배당),가능,
KR7105010003,105010,TIGER 라틴35,BNY Latin America 35 ADR,주식,기타국가,기타특수구조,미확인 주식전략,기타국가 미확인 주식전략,미확인-주식전략-기타국가-미확인-주식전략-cd16f2b14c,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-105010-ca59d2b222,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/기타국가 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7105190003,105190,ACE 200,코스피 200,주식,국내,대표지수,코스피 200 코어,국내 코스피200,KOSPI200,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-주식-국내-대표지수-코스피200-국내-코스피200-KOSPI200-b519363da3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7105780001,105780,RISE 5대그룹주,MKF 5대그룹주,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
KR7108450008,108450,ACE 삼성그룹섹터가중,MKF SAMs SW,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
KR7108590001,108590,TREX 200,코스피 200,주식,국내,대표지수,코스피 200 코어,국내 코스피200,KOSPI200,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-주식-국내-대표지수-코스피200-국내-코스피200-KOSPI200-b519363da3,,verified_official,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7114100001,114100,RISE 국고채3년,KTB INDEX(시장가격),채권,국내,채권,국내 단기·초단기채,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-114100-2b61496b0d,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114260003,114260,KODEX 국고채3년,MKF 국고채지수(총수익),채권,국내,채권,국내 단기·초단기채,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-114260-5cee14bbca,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114460009,114460,ACE 국고채3년,KTB INDEX(시장가격),채권,국내,채권,국내 단기·초단기채,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-114460-fde1616dc2,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114470008,114470,KIWOOM 국고채3년,KTB INDEX(시장가격),채권,국내,채권,국내 단기·초단기채,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-114470-e91e902d0e,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114800006,114800,KODEX 인버스,코스피 200 선물지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse,inverse,short,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-PENDING-114800-97bfd670e0,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7114820004,114820,TIGER 국채3년,KTB INDEX(시장가격),채권,국내,채권,국내 단기·초단기채,국내 국채 단기 등급미확인,BOND_국내-국채-단기-등급미확인-bddf0c67db,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-114820-b731db1d4f,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7117460006,117460,KODEX 에너지화학,KRX 에너지화학,주식,국내,산업·섹터,철강·화학,국내 철강·화학,철강-화학-국내-철강-화학-2baeb11d7e,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-철강-화학-국내-철강-화학-철강-화학-국내--f891fc6f8c,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 철강·화학),가능,
KR7117680009,117680,KODEX 철강,KRX 철강,주식,국내,산업·섹터,철강·화학,국내 철강·화학,철강-화학-국내-철강-화학-2baeb11d7e,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-철강-화학-국내-철강-화학-철강-화학-국내--f891fc6f8c,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 철강·화학),가능,
KR7117690008,117690,TIGER 차이나항셍30,Hang Seng China (Hong Kong-listed) 30 Index,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-117690-6bf5b4c805,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7117700005,117700,KODEX 건설,KRX 건설,주식,국내,산업·섹터,건설·인프라,국내 건설·인프라,건설-인프라-국내-건설-인프라-072eb0d753,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-건설-인프라-국내-건설-인프라-건설-인프라--b65bc03b95,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 건설·인프라),가능,
KR7122090004,122090,PLUS 코스피50,코스피 50,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-122090-8b9f74d705,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7122260003,122260,KIWOOM 통안채1년,MK 통안채지수(총수익),채권,국내,채권,우량 회사채·금융채,국내 채권 초단기 등급미확인,BOND_국내-채권-초단기-등급미확인-2cd6864612,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-122260-b4346a9ca9,,conflict_resolved,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 초단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7122630007,122630,KODEX 레버리지,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged,leveraged,long,2X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-PENDING-122630-83f0c725ba,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7123310005,123310,TIGER 인버스,코스피 200 선물지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse,inverse,short,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-PENDING-123310-2804900442,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7123320004,123320,TIGER 레버리지,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged,leveraged,long,2X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-PENDING-123320-0b7e74a8a5,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7130680002,130680,TIGER 원유선물Enhanced(H),S&P GSCI Crude Oil Enhanced Index ER,원자재,미국,원자재,에너지 (원유·천연가스),원유 futures,COMMODITY_원유-FUTURES-601b9bd6ca,passive,futures,neutral,1X,hedged,physical_or_unspecified,unknown,PG-원자재-해당없음-원자재-원유-원유-FUTURES-COMMODITY-8e4ab58f78,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/원유 futures),불가,
KR7130730005,130730,KIWOOM 단기자금,MK 머니마켓 지수(총수익),금리·파킹,국내,금리·파킹,금리·파킹,머니마켓,RATE_머니마켓-e1b1a267e3,passive,rate_return,neutral,1X,not_applicable,physical_or_unspecified,unknown,PG-금리-파킹-해당없음-금리-파킹-금리-파킹-머니마켓-RATE-머니마-53401a7911,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(금리·파킹/머니마켓),가능,
KR7131890006,131890,ACE 삼성그룹동일가중,MKF SAMs EW 지수,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
KR7132030008,132030,KODEX 골드선물(H),S&P GSCI Gold Index(TR),원자재,미국,원자재,귀금속 (금·은·팔라듐),금 futures,COMMODITY_금-FUTURES-0733949e87,passive,futures,neutral,1X,hedged,physical_or_unspecified,unknown,PG-원자재-해당없음-원자재-금-금-FUTURES-COMMODITY-금-ee93d7746a,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/금 futures),불가,
KR7133690008,133690,TIGER 미국나스닥100,NASDAQ 100,주식,미국,대표지수,나스닥 100 코어,미국 나스닥100,NASDAQ100,passive,plain,neutral,1X,unhedged,physical_or_unspecified,broad,PG-주식-미국-대표지수-나스닥100-미국-나스닥100-NASDAQ10-07ea923e6f,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 나스닥100),가능,
KR7136340007,136340,RISE 중기우량회사채,KOBI 크레딧 지수(총수익),채권,국내,채권,우량 회사채·금융채,국내 회사채 중기 등급미확인,BOND_국내-회사채-중기-등급미확인-d1cc110a46,passive,bond_coupon,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-PENDING-136340-d6121d363c,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 중기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7137610002,137610,TIGER 농산물선물Enhanced(H),S&P GSCI Agriculture Enhanced Index(ER),원자재,미국,원자재,농산물 (곡물·소프트),농산물 futures,COMMODITY_농산물-FUTURES-50a7e474e9,passive,futures,neutral,1X,hedged,physical_or_unspecified,unknown,PG-원자재-해당없음-원자재-농산물-농산물-FUTURES-COMMODI-598353d61b,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/농산물 futures),불가,
KR7138230008,138230,KIWOOM 미국달러선물,미국달러선물지수,금리·파킹,미국,금리·파킹,금리·파킹,초단기 금리,RATE_초단기-금리-70f35d000d,passive,rate_return,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-금리-파킹-해당없음-금리-파킹-금리-파킹-초단기-금리-RATE-초-58f4b66988,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(금리·파킹/초단기 금리),불가,
KR7138520002,138520,TIGER 삼성그룹,MKF SAMs FW,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
KR7138530001,138530,TIGER LG그룹플러스,MKF LG그룹+ FW,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
